,Profit
2019,5.1
2020,-3.198
2021,15.516
2022,29.61
2023,0.9
2024,6.84
2025,28.7064
2026,-23.296
2027,2.748
2028,4.83
2029,114.84
2030,-116.136
2031,199.02
2032,4.1916
2033,139.986
2034,884.058
2035,0.99
2036,2.16
2037,0.0
2038,8.085
2039,1528.38
2040,-12.996
2041,8.49
2042,1.36
2043,3.792
2044,2.376
2045,51.66
2046,26.085
2047,-23.949
2048,35.16
2049,8.532
2050,-1097.28
2051,576.375
2052,105.474
2053,28.98
2054,48.885
2055,8.82
2056,28.302
2057,2.46
2058,398.16
2059,7.52
2060,-19.168
2061,91.9508
2062,-12.537
2063,-82.056
2064,-32.352
2065,18.54
2066,181.62
2067,6.84
2068,-0.564
2069,34.701
2070,-38.52
2071,419.13
2072,20.6142
2073,84.9
2074,15.0
2075,-7.2
2076,17.424
2077,-36.696
2078,7.2268
2079,-111.221
2080,-2.4726
2081,-80.97
2082,-33.336
2083,77.748
2084,0.48
2085,30.24
2086,15.09
2087,0.0
2088,1.98
2089,43.5981
2090,135.6
2091,49.288
2092,-3.561
2093,0.0
2094,59.3595
2095,343.65
2096,198.681
2097,31.2528
2098,0.5668
2099,4.26
2100,14.94
2101,27.18
2102,6.72
2103,76.41
2104,261.819
2105,14.8
2106,3.744
2107,27.7
2108,191.214
2109,339.444
2110,102.007
2111,38.9975
2112,-0.075
2113,-3.916
2114,205.344
2115,5.28
2116,-20.655
2117,185.4
2118,11.64
2119,-506.12
2120,6.2208
2121,29.328
2122,3.66
2123,1.26
2124,2.91
2125,2.76
2126,-19.506
2127,4.2
2128,-336.784
2129,-1.272
2130,4.6
2131,99.48
2132,-51.92
2133,22.68
2134,199.92
2135,1.05
2136,1.59
2137,105.247
2138,0.0
2139,290.43
2140,2.73
2141,65.88
2142,-0.555
2143,10.8966
2144,-4.2354
2145,17.847
2146,-102.288
2147,13.8528
2148,-1.312
2149,107.46
2150,-8.16
2151,1.98
2152,22.1701
2153,10.7892
2154,122.25
2155,11.5587
2156,-12.936
2157,5.01
2158,55.08
2159,49.122
2160,-197.505
2161,13.0
2162,-38.7072
2163,5.44
2164,6.84
2165,-488.772
2166,180.06
2167,37.68
2168,-23.516
2169,22.992
2170,112.92
2171,280.62
2172,0.0
2173,-1.528
2174,133.44
2175,1.32
2176,22.626
2177,0.48
2178,-58.392
2179,36.51
2180,-2.688
2181,31.68
2182,-0.384
2183,116.8
2184,6.12
2185,17.43
2186,17.28
2187,-1.472
2188,-17.6076
2189,189.36
2190,240.16
2191,106.477
2192,32.115
2193,9.9
2194,-6.38
2195,-22.2
2196,-20.7
2197,6.48
2198,1143.89
2199,72.084
2200,11.7
2201,2.61
2202,95.04
2203,-45.162
2204,-15.48
2205,-38.592
2206,70.08
2207,-7.584
2208,45.09
2209,-4.74
2210,17.04
2211,-157.68
2212,-1.608
2213,-8.112
2214,28.23
2215,-149.52
2216,-3.516
2217,-27.588
2218,2.1
2219,10.8
2220,18.45
2221,4.29
2222,4.86
2223,15.16
2224,31.374
2225,4.32
2226,0.4768
2227,19.056
2228,-23.616
2229,-2.1208
2230,-3.864
2231,-12.744
2232,-369.72
2233,79.5
2234,-248.246
2235,20.0928
2236,-63.234
2237,48.96
2238,8.4
2239,11.151
2240,-1.53
2241,28.9
2242,2.2824
2243,-1.3376
2244,24.96
2245,5.64
2246,30.78
2247,-22.68
2248,2.64
2249,-8.55
2250,24.498
2251,-124.74
2252,7.638
2253,16.98
2254,62.4
2255,-32.448
2256,-15.951
2257,18.0475
2258,-413.088
2259,43.6951
2260,1060.56
2261,6.06
2262,37.884
2263,-90.09
2264,22.16
2265,156.8
2266,6.728
2267,414.3
2268,25.64
2269,9.96
2270,18.63
2271,-16.236
2272,17.856
2273,3.672
2274,151.097
2275,137.4
2276,18.6006
2277,4.4
2278,47.7
2279,17.697
2280,168.72
2281,40.08
2282,-17.9424
2283,509.568
2284,4.95
2285,1172.88
2286,122.294
2287,25.2
2288,7.38
2289,26.64
2290,9.0
2291,3.42
2292,48.1128
2293,3.0
2294,56.0547
2295,1.5
2296,44.6
2297,-50.88
2298,-5.9409
2299,-37.59
2300,-3.996
2301,-157.01
2302,45.15
2303,-1.4256
2304,9.42
2305,190.08
2306,17.82
2307,-28.498
2308,73.62
2309,14.49
2310,175.86
2311,37.2
2312,7.92
2313,1.5291
2314,3.363
2315,-6.084
2316,1.7343
2317,176.96
2318,-3.72
2319,-15.6303
2320,74.0532
2321,34.92
2322,4.8195
2323,9.08
2324,-22.144
2325,4.32
2326,78.9412
2327,4.74
2328,-4.617
2329,-19.074
2330,-0.904
2331,20.58
2332,5.4366
2333,2.44
2334,-4.65
2335,61.0736
2336,55.17
2337,13.1572
2338,4.3956
2339,16.35
2340,165.735
2341,-2.5212
2342,18.81
2343,6.72
2344,45.528
2345,122.16
2346,22.68
2347,35.262
2348,-8.97
2349,35.245
2350,-23.0055
2351,2.55
2352,26.1
2353,80.7772
2354,59.2275
2355,18.837
2356,51.09
2357,-0.609
2358,-1172.74
2359,-3.3708
2360,-642.852
2361,-16.8795
2362,43.92
2363,6.6
2364,14.07
2365,-24.392
2366,2.1
2367,182.226
2368,11.928
2369,8.19
2370,-7.317
2371,1.26
2372,1141.2
2373,124.488
2374,63.24
2375,5.01
2376,-22.44
2377,1130.35
2378,12.993
2379,33.0648
2380,-6.08
2381,97.38
2382,1150.2
2383,-10.336
2384,4.6
2385,16.956
2386,-1.026
2387,1.44
2388,15.96
2389,-5.216
2390,21.45
2391,2.7
2392,-2.1996
2393,7.584
2394,18.1176
2395,0.0
2396,175.11
2397,117.0
2398,28.4
2399,22.2
2400,-2.72
2401,-3.978
2402,60.66
2403,-90.84
2404,-35.848
2405,6.24
2406,3.7408
2407,8.1
2408,45.8
2409,85.9828
2410,9.27
2411,-21.312
2412,11.22
2413,-3.6
2414,1.28
2415,19.74
2416,75.44
2417,34.536
2418,30.24
2419,0.0
2420,-15.5844
2421,9.7092
2422,-82.8384
2423,9.66
2424,-89.079
2425,-8.0664
2426,17.472
2427,2.0592
2428,22.68
2429,104.04
2430,-1.746
2431,5.5674
2432,-157.92
2433,16.53
2434,5.18
2435,18.27
2436,13.32
2437,24.0975
2438,3.72
2439,6.93
2440,5.4
2441,5.94
2442,1.0731
2443,14.4
2444,-19.761
2445,8.454
2446,23.13
2447,-362.556
2448,302.73
2449,75.798
2450,3.684
2451,7.92
2452,-47.0583
2453,74.4
2454,32.8
2455,17.1
2456,32.4
2457,13.68
2458,7.32
2459,927.78
2460,13.8684
2461,7.68
2462,21.714
2463,34.38
2464,331.191
2465,16.7946
2466,111.511
2467,10.62
2468,-0.06
2469,2.46
2470,4.48
2471,46.3185
2472,11.34
2473,-120.465
2474,-20.226
2475,-23.94
2476,-62.4675
2477,15.426
2478,79.92
2479,21.1
2480,-2.1465
2481,184.26
2482,15.9
2483,111.33
2484,19.59
2485,13.11
2486,88.3948
2487,27.12
2488,-147.28
2489,24.0
2490,4.8804
2491,11.88
2492,0.0
2493,10.76
2494,36.15
2495,-29.616
2496,0.6
2497,34.16
2498,5.22
2499,16.14
2500,-76.9536
2501,24.96
2502,-720.372
2503,89.7
2504,15.2292
2505,5.48
2506,1.8792
2507,114.612
2508,-46.305
2509,36.12
2510,37.59
2511,35.16
2512,-8.01
2513,186.24
2514,43.8
2515,9.3
2516,-83.88
2517,2.226
2518,0.39
2519,16.02
2520,21.0
2521,133.893
2522,1.6209
2523,6.56
2524,31.4548
2525,-16.002
2526,1420.02
2527,99.36
2528,-30.852
2529,4.752
2530,33.5895
2531,-26.808
2532,1.38
2533,111.312
2534,5.44
2535,-2.3748
2536,113.674
2537,6.4
2538,-58.704
2539,3.28
2540,-38.25
2541,0.0
2542,41.496
2543,-38.304
2544,-181.512
2545,26.64
2546,49.35
2547,-8.1096
2548,0.0
2549,3.6216
2550,64.65
2551,-1480.03
2552,28.8
2553,1093.92
2554,31.4685
2555,18.48
2556,2.6
2557,2.24
2558,33.64
2559,2.16
2560,35.595
2561,-8.232
2562,39.0824
2563,2.91
2564,-37.2591
2565,-100.98
2566,0.2353
2567,0.6
2568,9.072
2569,55.17
2570,10.434
2571,66.542
2572,15.264
2573,-8.0784
2574,9.387
2575,4.5837
2576,8.16
2577,8.2992
2578,-2.67
2579,54.0
2580,-28.9224
2581,28.0
2582,5.32
2583,1.4682
2584,14.2386
2585,162.96
2586,2.62
2587,9.2928
2588,63.144
2589,-32.208
2590,12.5838
2591,12.0
2592,-140.175
2593,8.4
2594,587.161
2595,-114.495
2596,-9.1845
2597,4.743
2598,-327.816
2599,114.18
2600,146.404
2601,1.5
2602,-8.892
2603,-4.452
2604,2.61
2605,1.59
2606,12.3
2607,20.52
2608,46.47
2609,-39.36
2610,5.7624
2611,-6.534
2612,21.84
2613,88.7238
2614,-20.52
2615,7.54
2616,33.255
2617,7.2
2618,132.72
2619,41.993
2620,48.056
2621,-1.016
2622,-37.688
2623,-221.571
2624,-4.914
2625,12.78
2626,4.56
2627,33.56
2628,3.33
2629,70.812
2630,6.2995
2631,20.85
2632,56.79
2633,0.0
2634,7.152
2635,26.973
2636,23.436
2637,-125.016
2638,74.184
2639,1.26
2640,-97.46
2641,-15.4764
2642,7.2234
2643,290.4
2644,-27.54
2645,8.96
2646,119.64
2647,0.0
2648,-20.034
2649,7.384
2650,3.3
2651,4.35
2652,6.54
2653,483.84
2654,75.728
2655,5.22
2656,25.9974
2657,12.838
2658,-312.061
2659,8.16
2660,28.28
2661,179.82
2662,19.62
2663,-189.81
2664,10.0572
2665,8.226
2666,43.6752
2667,28.71
2668,84.9436
2669,8.784
2670,35.9964
2671,-38.9475
2672,16.29
2673,-83.076
2674,9.72
2675,2.4
2676,18.2525
2677,9.8625
2678,282.42
2679,241.147
2680,45.06
2681,23.94
2682,-29.937
2683,-51.456
2684,12.7008
2685,64.8
2686,31.41
2687,0.0
2688,141.66
2689,3.92
2690,6.3
2691,4.4
2692,7.896
2693,2.256
2694,-44.985
2695,8.694
2696,292.08
2697,-37.488
2698,-75.672
2699,21.6
2700,5.38
2701,-97.2312
2702,1.176
2703,9.2928
2704,12.564
2705,-23.874
2706,-488.916
2707,133.44
2708,70.0336
2709,-66.528
2710,35.4
2711,-27.585
2712,75.5748
2713,9.96
2714,55.68
2715,1.476
2716,104.88
2717,-135.312
2718,99.6984
2719,72.948
2720,-20.814
2721,-6.696
2722,22.74
2723,0.0
2724,18.948
2725,1.44
2726,65.28
2727,71.4
2728,2.3
2729,6.21
2730,106.53
2731,64.0
2732,54.9
2733,39.78
2734,36.48
2735,-24.624
2736,45.294
2737,330.048
2738,3.72
2739,-45.864
2740,5.94
2741,10.5714
2742,15.8256
2743,-176.904
2744,2.0416
2745,1.816
2746,64.47
2747,-19.4544
2748,-3.224
2749,15.768
2750,3.51
2751,139.56
2752,30.24
2753,8.25
2754,-28.48
2755,140.88
2756,60.5528
2757,17.46
2758,15.552
2759,2.772
2760,-8.1
2761,51.84
2762,20.88
2763,54.52
2764,2.535
2765,26.4
2766,2.94
2767,-0.54
2768,-27.03
2769,7.92
2770,-12.9987
2771,57.27
2772,-2.112
2773,-95.994
2774,-10.908
2775,-312.693
2776,91.152
2777,572.55
2778,18.92
2779,-42.688
2780,3.96
2781,8.3958
2782,38.7
2783,19.872
2784,41.5688
2785,56.85
2786,54.6912
2787,105.98
2788,3.024
2789,-7.8408
2790,41.04
2791,-204.314
2792,-13.32
2793,114.84
2794,159.39
2795,-10.6176
2796,108.18
2797,14.5152
2798,2.28
2799,72.72
2800,24.03
2801,93.6
2802,-57.564
2803,32.4
2804,1.92
2805,19.9665
2806,297.0
2807,3.57
2808,14.7
2809,12.12
2810,625.8
2811,-5.688
2812,2.25
2813,-81.576
2814,-1.938
2815,42.1176
2816,201.66
2817,8.22
2818,23.97
2819,-8.448
2820,-83.478
2821,449.991
2822,-46.6029
2823,52.5645
2824,-4.9098
2825,-85.728
2826,50.82
2827,15.6884
2828,29.61
2829,-2.348
2830,22.1052
2831,65.772
2832,58.4962
2833,18.12
2834,-416.703
2835,146.34
2836,-7.656
2837,-0.054
2838,30.0234
2839,24.47
2840,364.8
2841,49.5
2842,-38.976
2843,38.948
2844,6.75
2845,13.72
2846,88.02
2847,9.36
2848,-34.29
2849,-251.745
2850,29.76
2851,-14.352
2852,-115.716
2853,90.84
2854,101.78
2855,76.92
2856,-14.004
2857,13.818
2858,32.94
2859,101.88
2860,56.2744
2861,2.64
2862,38.64
2863,16.68
2864,302.7
2865,3.6
2866,-68.392
2867,36.4473
2868,-35.16
2869,107.6
2870,11.52
2871,-30.098
2872,-2.3142
2873,85.44
2874,8.91
2875,-9.9825
2876,0.696
2877,4.23
2878,5.605
2879,-8.26
2880,164.08
2881,10.881
2882,65.3256
2883,-0.891
2884,534.213
2885,-632.799
2886,7.5
2887,5.4
2888,-7.612
2889,0.0
2890,25.56
2891,-71.8905
2892,145.872
2893,56.76
2894,75.9924
2895,99.12
2896,89.4
2897,3.12
2898,-33.9384
2899,8.46
2900,5.325
2901,-64.38
2902,-289.032
2903,0.15
2904,6.2208
2905,12.54
2906,12.18
2907,-3.498
2908,14.94
2909,0.0
2910,10.32
2911,-12.408
2912,-20.736
2913,-4.518
2914,-15.519
2915,24.45
2916,6.2208
2917,-46.278
2918,5.1
2919,31.6
2920,0.1
2921,25.41
2922,1.68
2923,44.4
2924,52.8
2925,19.98
2926,-10.896
2927,-13.896
2928,11.403
2929,56.7
2930,0.92
2931,7.56
2932,-11.168
2933,-11.3733
2934,21.5964
2935,111.843
2936,7.44
2937,946.634
2938,23.34
2939,240.72
2940,85.86
2941,24.9
2942,8.694
2943,-50.976
2944,12.72
2945,-46.08
2946,-3.078
2947,-3.564
2948,8.58
2949,-22.128
2950,266.88
2951,1.89
2952,-13.6461
2953,-4.9878
2954,16.488
2955,19.22
2956,27.3
2957,60.1
2958,18.24
2959,-2.196
2960,12.06
2961,7.605
2962,5.7
2963,2.8
2964,6.3
2965,-70.2
2966,14.22
2967,24.993
2968,13.65
2969,36.9
2970,27.0
2971,-9.752
2972,9.3
2973,77.28
2974,-9.54
2975,23.28
2976,-9.312
2977,23.1
2978,16.11
2979,11.0
2980,-13.923
2981,142.08
2982,10.68
2983,-2.1294
2984,-8.64
2985,235.04
2986,106.14
2987,-105.768
2988,-2.6784
2989,14.995
2990,9.06
2991,-58.6347
2992,23.1
2993,-244.386
2994,24.48
2995,-18.33
2996,22.86
2997,141.888
2998,-5.5338
2999,55.44
3000,-84.512
3001,4.56
3002,12.6
3003,-4.644
3004,0.27
3005,95.88
3006,5.6376
3007,1038.42
3008,1.98
3009,-7.488
3010,89.955
3011,27.12
3012,68.3332
3013,-18.087
3014,96.78
3015,78.672
3016,19.9155
3017,11.67
3018,73.386
3019,9.72
3020,-4.4829
3021,3.15
3022,-153.936
3023,2.94
3024,4.26
3025,-316.74
3026,9.4
3027,29.241
3028,0.0
3029,5.6994
3030,16.12
3031,37.23
3032,91.9508
3033,7.7031
3034,0.6
3035,24.5028
3036,-45.144
3037,1.8
3038,3.18
3039,0.522
3040,8.48
3041,-10.44
3042,121.86
3043,0.8
3044,42.54
3045,5.12
3046,1.917
3047,9.3312
3048,98.28
3049,129.8
3050,5.64
3051,2.88
3052,9.039
3053,179.749
3054,3.894
3055,16.02
3056,3.78
3057,53.091
3058,1.72
3059,81.78
3060,31.9
3061,11.334
3062,2.7222
3063,240.108
3064,-13.734
3065,37.26
3066,31.8892
3067,-16.176
3068,2.56
3069,56.34
3070,136.26
3071,36.9
3072,-22.47
3073,2.61
3074,0.57
3075,3.78
3076,-0.195
3077,8.88
3078,-24.38
3079,32.76
3080,-68.829
3081,100.44
3082,43.92
3083,3.42
3084,45.294
3085,-4.824
3086,-443.07
3087,-57.036
3088,21.06
3089,-54.752
3090,169.14
3091,208.592
3092,102.06
3093,202.236
3094,-194.526
3095,9.6
3096,28.1718
3097,108.6
3098,19.6
3099,-0.5964
3100,-95.424
3101,117.36
3102,9.7176
3103,7.11
3104,-314.904
3105,6.3744
3106,342.36
3107,10.62
3108,17.064
3109,-75.054
3110,11.2308
3111,20.5
3112,48.0
3113,-205.683
3114,7.4496
3115,4.86
3116,17.58
3117,-255.78
3118,7.54368
3119,-76.384
3120,275.7
3121,4.95
3122,1.0668
3123,66.48
3124,-27.02
3125,8.8044
3126,14.148
3127,8.91
3128,12.06
3129,4.743
3130,-3.768
3131,56.517
3132,355.92
3133,-25.644
3134,20.7332
3135,4.11
3136,17.505
3137,0.5904
3138,55.5
3139,-83.8752
3140,4.32
3141,11.04
3142,40.8
3143,5.94
3144,162.477
3145,39.75
3146,34.11
3147,-18.1808
3148,-57.6231
3149,-4.74
3150,197.19
3151,7.92
3152,4.38
3153,71.04
3154,1.068
3155,4.752
3156,-110.738
3157,-114.492
3158,24.64
3159,12.39
3160,69.705
3161,-28.296
3162,32.28
3163,4.89
3164,34.44
3165,-3.7296
3166,9.96
3167,13.3476
3168,9.3312
3169,1.288
3170,263.04
3171,515.753
3172,27.09
3173,91.056
3174,63.4368
3175,-15.38
3176,-107.742
3177,131.355
3178,51.28
3179,109.8
3180,8.619
3181,1.95
3182,5.46
3183,10.26
3184,31.14
3185,6.4128
3186,84.48
3187,6.84
3188,113.52
3189,18.72
3190,15.84
3191,-45.39
3192,24.24
3193,7.4752
3194,9.72
3195,13.38
3196,28.5984
3197,16.8
3198,34.29
3199,7.44
3200,11.08
3201,45.06
3202,-21.945
3203,8.862
3204,26.04
3205,17.4
3206,28.3095
3207,-265.761
3208,69.7374
3209,2.48
3210,17.16
3211,-116.98
3212,9.102
3213,0.24
3214,29.097
3215,9.702
3216,31.08
3217,-9.1104
3218,9.63
3219,-48.888
3220,-355.606
3221,62.16
3222,16.47
3223,57.024
3224,63.03
3225,8.55
3226,57.484
3227,41.736
3228,3.06
3229,14.25
3230,108.63
3231,36.09
3232,33.9
3233,245.406
3234,42.18
3235,21.0
3236,-118.767
3237,0.0
3238,3.6
3239,17.1678
3240,-245.064
3241,26.13
3242,-3.104
3243,57.12
3244,18.72
3245,22.9488
3246,9.9
3247,50.76
3248,12.7368
3249,51.24
3250,143.28
3251,-5.55
3252,13.2
3253,22.74
3254,11.34
3255,5.88
3256,13.725
3257,-3.3506
3258,15.9
3259,203.586
3260,8.0991
3261,6.714
3262,4.86
3263,143.082
3264,-13.58
3265,2.205
3266,20.682
3267,-4.0216
3268,400.86
3269,123.9
3270,12.8744
3271,15.342
3272,-219.164
3273,22.41
3274,6.129
3275,4.74
3276,29.495
3277,34.14
3278,-1195.24
3279,-1.136
3280,-78.573
3281,-1.52
3282,18.24
3283,13.36
3284,10.2
3285,4.4174
3286,0.4264
3287,-1.866
3288,1.62
3289,0.0
3290,-2.664
3291,-4.17
3292,6.475
3293,-936.032
3294,3.895
3295,3.0096
3296,-95.844
3297,6.7
3298,151.5
3299,49.4
3300,-6.498
3301,7.9212
3302,0.0
3303,-8.427
3304,15.525
3305,96.03
3306,106.98
3307,198.882
3308,178.002
3309,79.23
3310,7.553
3311,23.1
3312,12.72
3313,16.5
3314,7.44
3315,2.46
3316,-50.96
3317,279.077
3318,37.7874
3319,-32.508
3320,-11.34
3321,-4.641
3322,23.31
3323,63.24
3324,15.3
3325,28.896
3326,-47.544
3327,65.6044
3328,4.62
3329,7.83
3330,60.39
3331,-135.708
3332,6.972
3333,18.6
3334,-53.574
3335,-51.2175
3336,175.56
3337,5.2026
3338,-78.45
3339,7.16
3340,-164.836
3341,-2.244
3342,2.7
3343,1341.15
3344,2.76
3345,18.48
3346,148.2
3347,3.12
3348,3.6
3349,-30.429
3350,1.8148
3351,164.4
3352,64.2
3353,4.08
3354,32.934
3355,-4.5396
3356,903.993
3357,-8.9796
3358,42.495
3359,82.44
3360,772.68
3361,3.18
3362,7.29
3363,-8.904
3364,19.62
3365,4.011
3366,-213.495
3367,293.4
3368,-96.498
3369,-18.18
3370,18.447
3371,55.38
3372,-13.5548
3373,13.9152
3374,-6.5274
3375,289.86
3376,48.876
3377,-2.0874
3378,12.6813
3379,-98.784
3380,6.39
3381,-19.3599
3382,20.2149
3383,-384.716
3384,156.96
3385,7.68
3386,296.82
3387,34.3896
3388,106.781
3389,-17.055
3390,27.18
3391,-5.967
3392,6.4128
3393,8.2616
3394,17.898
3395,0.168
3396,-10.1178
3397,2.85
3398,79.6
3399,16.6698
3400,-3.9249
3401,13.62
3402,5.4432
3403,-1.9791
3404,11.2896
3405,9.3
3406,9.4717
3407,0.0
3408,29.04
3409,4.5
3410,-39.144
3411,1.2
3412,15.3426
3413,52.38
3414,-30.15
3415,-132.425
3416,59.4
3417,61.62
3418,48.12
3419,7.992
3420,-32.79
3421,20.943
3422,5.1
3423,242.48
3424,1.14
3425,73.8
3426,118.293
3427,11.8248
3428,130.491
3429,-60.204
3430,1216.02
3431,-19.632
3432,3.52
3433,-3.528
3434,29.2
3435,5.5017
3436,17.427
3437,-112.896
3438,-82.224
3439,791.46
3440,6.12
3441,9.5526
3442,166.617
3443,-0.024
3444,-57.2814
3445,0.36
3446,17.22
3447,-0.048
3448,32.34
3449,3.27
3450,-47.992
3451,1.76
3452,74.004
3453,10.08
3454,54.3936
3455,-81.9726
3456,384.12
3457,-4.577
3458,33.3124
3459,27.24
3460,492.624
3461,-166.84
3462,2.84
3463,101.79
3464,-9.3
3465,31.08
3466,7.9378
3467,-13.77
3468,5.13
3469,-15.885
3470,16.578
3471,17.28
3472,68.952
3473,-7.416
3474,-10.62
3475,43.152
3476,1.7876
3477,18.0
3478,-204.08
3479,2.52
3480,-178.847
3481,0.0
3482,-77.856
3483,11.634
3484,-13.392
3485,1.7343
3486,1.6
3487,43.2
3488,6.552
3489,41.73
3490,5.64
3491,103.38
3492,44.22
3493,486.045
3494,25.8
3495,270.947
3496,62.1376
3497,3.1008
3498,1.26
3499,-9.8724
3500,6.2208
3501,0.825
3502,11.88
3503,24.15
3504,-678.936
3505,1.26
3506,3.426
3507,3.4686
3508,21.92
3509,12.72
3510,121.32
3511,1.536
3512,14.1862
3513,73.56
3514,164.67
3515,1.584
3516,13.38
3517,17.847
3518,106.02
3519,5.46
3520,3.5
3521,20.04
3522,14.7801
3523,-9.996
3524,650.28
3525,-15.072
3526,18.48
3527,38.94
3528,-3.76
3529,108.353
3530,184.32
3531,11.43
3532,-11.808
3533,12.32
3534,13.68
3535,41.43
3536,8.58
3537,-29.0745
3538,2.128
3539,-11.8152
3540,30.9
3541,87.996
3542,2.1
3543,2.16
3544,40.4012
3545,3.18
3546,12.2465
3547,8.991
3548,-32.55
3549,23.9463
3550,-0.016
3551,-62.82
3552,10.08
3553,-21.7395
3554,54.234
3555,19.44
3556,7.92
3557,-19.566
3558,106.26
3559,5.34
3560,18.0
3561,5.52
3562,23.16
3563,7.3356
3564,15.12
3565,45.795
3566,2.82
3567,0.0
3568,-0.09
3569,4.32
3570,-3.7737
3571,6.0
3572,-19.8744
3573,-28.3275
3574,12.528
3575,1.7352
3576,21.294
3577,12.36
3578,15.36
3579,244.05
3580,30.2232
3581,67.86
3582,152.8
3583,-8.988
3584,7.92
3585,-13.408
3586,-33.76
3587,58.304
3588,4.0749
3589,-15.12
3590,3.1752
3591,7.4172
3592,219.6
3593,-15.712
3594,-21.24
3595,-25.6
3596,46.44
3597,8.64
3598,50.6878
3599,77.7519
3600,1.88
3601,14.88
3602,12.3144
3603,5.04
3604,1.44
3605,218.22
3606,2.464
3607,11.4
3608,-223.884
3609,-0.528
3610,379.68
3611,0.0
3612,18.78
3613,-3.784
3614,1.68
3615,-59.0571
3616,-28.26
3617,21.42
3618,2.88
3619,-73.272
3620,3.48
3621,-8.064
3622,47.82
3623,49.4982
3624,3.18
3625,3.0
3626,36.84
3627,350.475
3628,6.33
3629,17.36
3630,-8.43
3631,297.0
3632,5.28
3633,55.664
3634,12.789
3635,17.55
3636,-2.392
3637,10.5
3638,117.683
3639,23.1
3640,52.38
3641,-34.905
3642,25.5968
3643,84.2352
3644,16.98
3645,49.308
3646,10.203
3647,28.332
3648,73.95
3649,-12.375
3650,-1.3995
3651,89.55
3652,46.824
3653,1.7375
3654,59.0372
3655,9.048
3656,87.3504
3657,-17.0352
3658,19.488
3659,-88.944
3660,7.92
3661,0.0
3662,5.04
3663,55.4364
3664,56.406
3665,70.68
3666,5.18
3667,23.7993
3668,0.0
3669,52.71
3670,405.54
3671,44.16
3672,18.76
3673,3.48
3674,215.73
3675,10.02
3676,29.952
3677,181.992
3678,-98.424
3679,16.29
3680,1.428
3681,-199.752
3682,-10.05
3683,-78.3
3684,17.82
3685,4.92
3686,-21.066
3687,959.22
3688,6.9
3689,22.6737
3690,292.8
3691,-7.968
3692,-446.712
3693,15.32
3694,52.92
3695,-4.206
3696,8.8275
3697,-22.608
3698,6.7966
3699,-1.5066
3700,5.7
3701,81.584
3702,-10.7304
3703,5.43
3704,308.4
3705,20.1
3706,3.4086
3707,-24.32
3708,6.99
3709,42.4647
3710,-20.142
3711,21.78
3712,8.1192
3713,108.175
3714,7.269
3715,978.84
3716,1.26
3717,32.62
3718,13.04
3719,-14.556
3720,-5.46
3721,34.56
3722,3.744
3723,-145.464
3724,59.64
3725,3.87
3726,0.9282
3727,11.4504
3728,6.618
3729,2.58
3730,216.958
3731,148.74
3732,1.9024
3733,0.8388
3734,12.264
3735,-5.166
3736,81.1314
3737,3.44
3738,-809.748
3739,-3.14
3740,-24.702
3741,43.68
3742,74.46
3743,4.8
3744,31.608
3745,-32.5908
3746,180.766
3747,-14.28
3748,4.26
3749,-52.02
3750,-7.5117
3751,35.3
3752,80.838
3753,4.488
3754,17.324
3755,5.886
3756,20.16
3757,15.48
3758,0.8
3759,1.92
3760,395.58
3761,-65.475
3762,6.7032
3763,8.52
3764,112.68
3765,-57.288
3766,90.12
3767,123.474
3768,5.2877
3769,4.13992
3770,7.728
3771,226.867
3772,-42.525
3773,41.5519
3774,30.78
3775,-22.149
3776,35.6355
3777,197.88
3778,38.208
3779,46.9278
3780,23.004
3781,-7.44
3782,8.49
3783,18.08
3784,11.61
3785,101.567
3786,25.29
3787,18.3276
3788,3.96
3789,19.95
3790,10.24
3791,7.84
3792,4.8
3793,14.7801
3794,13.48
3795,-2.04
3796,73.32
3797,45.6
3798,15.66
3799,-11.76
3800,1.44
3801,59.4355
3802,62.385
3803,64.7892
3804,15.03
3805,74.8524
3806,0.0
3807,-82.818
3808,2.97
3809,3.36
3810,70.5
3811,21.78
3812,99.372
3813,-2.1792
3814,7.2
3815,55.86
3816,71.76
3817,1.16
3818,15.552
3819,4.02
3820,13.02
3821,-7.764
3822,-0.0895
3823,-33.24
3824,-33.804
3825,97.56
3826,11.1
3827,5.64
3828,5.28
3829,-3.076
3830,1.8
3831,15.624
3832,17.784
3833,23.64
3834,-17.84
3835,6.0
3836,8.94
3837,4.5
3838,4.743
3839,0.0
3840,16.86
3841,6.6
3842,364.95
3843,-140.886
3844,6.7048
3845,6.3
3846,3.96
3847,0.51
3848,4.5
3849,-330.352
3850,-0.656
3851,57.24
3852,1.65
3853,20.48
3854,0.8988
3855,4.02
3856,-10.4274
3857,-55.842
3858,154.08
3859,82.8
3860,20.1
3861,3.528
3862,10.902
3863,28.7964
3864,36.282
3865,5.94
3866,-0.072
3867,3.87
3868,6.87
3869,999.36
3870,-10.377
3871,133.74
3872,19.5
3873,45.936
3874,8.3028
3875,215.5
3876,0.8804
3877,12.12
3878,240.859
3879,-2.36
3880,-32.9292
3881,9.258
3882,-18.36
3883,-115.92
3884,0.702
3885,8.0724
3886,14.2758
3887,13.2
3888,-1.1349
3889,14.82
3890,1.8
3891,5.4
3892,32.94
3893,-64.02
3894,4.74
3895,3.16
3896,8.983
3897,29.386
3898,85.98
3899,33.792
3900,178.901
3901,26.04
3902,9.28
3903,3.3
